date,year_quarter,quarter_number,financial_year,retailer,metric,customer_type,customer_group,jurisdiction,value
2021-10-01,2021-22 Q2,2,2021-22,Real Utilities,Number,Electricity,Residential,National,1678
2021-10-01,2021-22 Q2,2,2021-22,Red Energy,Number,Electricity,Residential,National,331686
2021-10-01,2021-22 Q2,2,2021-22,Sanctuary Energy,Number,Electricity,Residential,National,0
2021-10-01,2021-22 Q2,2,2021-22,Savant Energy,Number,Electricity,Residential,National,3003
2021-10-01,2021-22 Q2,2,2021-22,Shell Energy,Number,Electricity,Residential,National,1873
2021-10-01,2021-22 Q2,2,2021-22,Simply Energy,Number,Electricity,Residential,National,144379
2021-10-01,2021-22 Q2,2,2021-22,Smart Energy,Number,Electricity,Residential,National,350
2021-10-01,2021-22 Q2,2,2021-22,Smartest Energy,Number,Electricity,Residential,National,2
2021-10-01,2021-22 Q2,2,2021-22,Social Energy,Number,Electricity,Residential,National,121
2021-10-01,2021-22 Q2,2,2021-22,Sumo Power,Number,Electricity,Residential,National,21427
2021-10-01,2021-22 Q2,2,2021-22,Sustainable Savings,Number,Electricity,Residential,National,72
2021-10-01,2021-22 Q2,2,2021-22,Tango Energy,Number,Electricity,Residential,National,8729
2021-10-01,2021-22 Q2,2,2021-22,Tas Gas,Number,Electricity,Residential,National,0
2021-10-01,2021-22 Q2,2,2021-22,Telstra Energy Retail,Number,Electricity,Residential,National,5
2021-10-01,2021-22 Q2,2,2021-22,The Embedded Networks Company,Number,Electricity,Residential,National,1000
2021-10-01,2021-22 Q2,2,2021-22,Winenergy,Number,Electricity,Residential,National,8967
2021-10-01,2021-22 Q2,2,2021-22,Y.E.S. Energy,Number,Electricity,Residential,National,4
2021-10-01,2021-22 Q2,2,2021-22,ZEN Energy,Number,Electricity,Residential,National,0
2021-10-01,2021-22 Q2,2,2021-22,amaysim Energy,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,1st Energy,Number,Electricity,Residential,National,21925
2022-01-01,2021-22 Q3,3,2021-22,AGL,Number,Electricity,Residential,National,1490189
2022-01-01,2021-22 Q3,3,2021-22,ActewAGL,Number,Electricity,Residential,National,164568
2022-01-01,2021-22 Q3,3,2021-22,Alinta Energy,Number,Electricity,Residential,National,343257
2022-01-01,2021-22 Q3,3,2021-22,Altogether Group,Number,Electricity,Residential,National,12259
2022-01-01,2021-22 Q3,3,2021-22,Amber Electric,Number,Electricity,Residential,National,6530
2022-01-01,2021-22 Q3,3,2021-22,Ampol Energy,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,Apex Energy,Number,Electricity,Residential,National,816
2022-01-01,2021-22 Q3,3,2021-22,Arc Energy,Number,Electricity,Residential,National,7571
2022-01-01,2021-22 Q3,3,2021-22,Aurora Energy,Number,Electricity,Residential,National,242933
2022-01-01,2021-22 Q3,3,2021-22,Blue NRG,Number,Electricity,Residential,National,9941
2022-01-01,2021-22 Q3,3,2021-22,Bright Spark Power,Number,Electricity,Residential,National,500
2022-01-01,2021-22 Q3,3,2021-22,Brighte Energy,Number,Electricity,Residential,National,5
2022-01-01,2021-22 Q3,3,2021-22,CPE Mascot,Number,Electricity,Residential,National,213
2022-01-01,2021-22 Q3,3,2021-22,CleanPeak Energy,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,CovaU,Number,Electricity,Residential,National,7684
2022-01-01,2021-22 Q3,3,2021-22,Diamond Energy,Number,Electricity,Residential,National,10765
2022-01-01,2021-22 Q3,3,2021-22,Discover Energy,Number,Electricity,Residential,National,8552
2022-01-01,2021-22 Q3,3,2021-22,Dodo,Number,Electricity,Residential,National,50243
2022-01-01,2021-22 Q3,3,2021-22,EA Connect,Number,Electricity,Residential,National,1
2022-01-01,2021-22 Q3,3,2021-22,Electricity in a Box,Number,Electricity,Residential,National,489
2022-01-01,2021-22 Q3,3,2021-22,Elysian Energy,Number,Electricity,Residential,National,5043
2022-01-01,2021-22 Q3,3,2021-22,Energy Locals,Number,Electricity,Residential,National,32893
2022-01-01,2021-22 Q3,3,2021-22,EnergyAustralia,Number,Electricity,Residential,National,1004954
2022-01-01,2021-22 Q3,3,2021-22,Enova Energy,Number,Electricity,Residential,National,11633
2022-01-01,2021-22 Q3,3,2021-22,Ergon Energy,Number,Electricity,Residential,National,636813
2022-01-01,2021-22 Q3,3,2021-22,Evergy,Number,Electricity,Residential,National,1280
2022-01-01,2021-22 Q3,3,2021-22,Future X Power,Number,Electricity,Residential,National,2279
2022-01-01,2021-22 Q3,3,2021-22,GEE Power & Gas,Number,Electricity,Residential,National,411
2022-01-01,2021-22 Q3,3,2021-22,GloBird Energy,Number,Electricity,Residential,National,12768
2022-01-01,2021-22 Q3,3,2021-22,GlowPower,Number,Electricity,Residential,National,350
2022-01-01,2021-22 Q3,3,2021-22,Humenergy,Number,Electricity,Residential,National,1207
2022-01-01,2021-22 Q3,3,2021-22,Iberdrola Australia,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,LocalVolts,Number,Electricity,Residential,National,10
2022-01-01,2021-22 Q3,3,2021-22,Locality Planning Energy,Number,Electricity,Residential,National,34228
2022-01-01,2021-22 Q3,3,2021-22,Lumo Energy,Number,Electricity,Residential,National,44184
2022-01-01,2021-22 Q3,3,2021-22,MTA Energy,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,Maximum Energy,Number,Electricity,Residential,National,24
2022-01-01,2021-22 Q3,3,2021-22,Metered Energy,Number,Electricity,Residential,National,14976
2022-01-01,2021-22 Q3,3,2021-22,Microgrid Power,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,Mojo Power,Number,Electricity,Residential,National,8440
2022-01-01,2021-22 Q3,3,2021-22,Momentum Energy,Number,Electricity,Residential,National,31131
2022-01-01,2021-22 Q3,3,2021-22,National Total,Number,Electricity,Residential,National,6727602
2022-01-01,2021-22 Q3,3,2021-22,Nectr Energy,Number,Electricity,Residential,National,19627
2022-01-01,2021-22 Q3,3,2021-22,Next Business Energy,Number,Electricity,Residential,National,94
2022-01-01,2021-22 Q3,3,2021-22,OC Energy,Number,Electricity,Residential,National,2262
2022-01-01,2021-22 Q3,3,2021-22,OVO Energy,Number,Electricity,Residential,National,5250
2022-01-01,2021-22 Q3,3,2021-22,Origin Energy,Number,Electricity,Residential,National,1811625
2022-01-01,2021-22 Q3,3,2021-22,People Energy,Number,Electricity,Residential,National,301
2022-01-01,2021-22 Q3,3,2021-22,Pooled Energy,Number,Electricity,Residential,National,1466
2022-01-01,2021-22 Q3,3,2021-22,Power Club,Number,Electricity,Residential,National,575
2022-01-01,2021-22 Q3,3,2021-22,PowerHub,Number,Electricity,Residential,National,614
2022-01-01,2021-22 Q3,3,2021-22,Powerdirect,Number,Electricity,Residential,National,45653
2022-01-01,2021-22 Q3,3,2021-22,Powershop,Number,Electricity,Residential,National,52218
2022-01-01,2021-22 Q3,3,2021-22,Powow Power,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,Progressive Green,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,Qenergy,Number,Electricity,Residential,National,4172
2022-01-01,2021-22 Q3,3,2021-22,Radian Energy,Number,Electricity,Residential,National,362
2022-01-01,2021-22 Q3,3,2021-22,ReAmped Energy,Number,Electricity,Residential,National,41924
2022-01-01,2021-22 Q3,3,2021-22,Real Utilities,Number,Electricity,Residential,National,1499
2022-01-01,2021-22 Q3,3,2021-22,Red Energy,Number,Electricity,Residential,National,337241
2022-01-01,2021-22 Q3,3,2021-22,Sanctuary Energy,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,Savant Energy,Number,Electricity,Residential,National,3113
2022-01-01,2021-22 Q3,3,2021-22,Shell Energy,Number,Electricity,Residential,National,2079
2022-01-01,2021-22 Q3,3,2021-22,Simply Energy,Number,Electricity,Residential,National,143785
2022-01-01,2021-22 Q3,3,2021-22,Smart Energy,Number,Electricity,Residential,National,444
2022-01-01,2021-22 Q3,3,2021-22,Smartest Energy,Number,Electricity,Residential,National,2
2022-01-01,2021-22 Q3,3,2021-22,Social Energy,Number,Electricity,Residential,National,159
2022-01-01,2021-22 Q3,3,2021-22,Starcorp Energy,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,Sumo Power,Number,Electricity,Residential,National,21662
2022-01-01,2021-22 Q3,3,2021-22,Sustainable Savings,Number,Electricity,Residential,National,86
2022-01-01,2021-22 Q3,3,2021-22,Tango Energy,Number,Electricity,Residential,National,12011
2022-01-01,2021-22 Q3,3,2021-22,Tas Gas,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,Telstra Energy Retail,Number,Electricity,Residential,National,6
2022-01-01,2021-22 Q3,3,2021-22,The Embedded Networks Company,Number,Electricity,Residential,National,1050
2022-01-01,2021-22 Q3,3,2021-22,Winenergy,Number,Electricity,Residential,National,9280
2022-01-01,2021-22 Q3,3,2021-22,Y.E.S. Energy,Number,Electricity,Residential,National,8
2022-01-01,2021-22 Q3,3,2021-22,ZEN Energy,Number,Electricity,Residential,National,0
2022-01-01,2021-22 Q3,3,2021-22,amaysim Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,1st Energy,Number,Electricity,Residential,National,23760
2022-04-01,2021-22 Q4,4,2021-22,AGL,Number,Electricity,Residential,National,1501903
2022-04-01,2021-22 Q4,4,2021-22,ActewAGL,Number,Electricity,Residential,National,164990
2022-04-01,2021-22 Q4,4,2021-22,Alinta Energy,Number,Electricity,Residential,National,357910
2022-04-01,2021-22 Q4,4,2021-22,Altogether Group,Number,Electricity,Residential,National,12963
2022-04-01,2021-22 Q4,4,2021-22,Amber Electric,Number,Electricity,Residential,National,5678
2022-04-01,2021-22 Q4,4,2021-22,Ampol Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Apex Energy,Number,Electricity,Residential,National,823
2022-04-01,2021-22 Q4,4,2021-22,Arc Energy,Number,Electricity,Residential,National,7852
2022-04-01,2021-22 Q4,4,2021-22,Aurora Energy,Number,Electricity,Residential,National,240996
2022-04-01,2021-22 Q4,4,2021-22,Blue NRG,Number,Electricity,Residential,National,9398
2022-04-01,2021-22 Q4,4,2021-22,Bright Spark Power,Number,Electricity,Residential,National,1
2022-04-01,2021-22 Q4,4,2021-22,Brighte Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,CPE Mascot,Number,Electricity,Residential,National,214
2022-04-01,2021-22 Q4,4,2021-22,CleanPeak Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,CovaU,Number,Electricity,Residential,National,7300
2022-04-01,2021-22 Q4,4,2021-22,Diamond Energy,Number,Electricity,Residential,National,11985
2022-04-01,2021-22 Q4,4,2021-22,Discover Energy,Number,Electricity,Residential,National,4640
2022-04-01,2021-22 Q4,4,2021-22,Dodo,Number,Electricity,Residential,National,50900
2022-04-01,2021-22 Q4,4,2021-22,EA Connect,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Electricity in a Box,Number,Electricity,Residential,National,72
2022-04-01,2021-22 Q4,4,2021-22,Elysian Energy,Number,Electricity,Residential,National,3501
2022-04-01,2021-22 Q4,4,2021-22,Energy Locals,Number,Electricity,Residential,National,37757
2022-04-01,2021-22 Q4,4,2021-22,EnergyAustralia,Number,Electricity,Residential,National,1006277
2022-04-01,2021-22 Q4,4,2021-22,Enova Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Ergon Energy,Number,Electricity,Residential,National,641363
2022-04-01,2021-22 Q4,4,2021-22,Evergy,Number,Electricity,Residential,National,1285
2022-04-01,2021-22 Q4,4,2021-22,Future X Power,Number,Electricity,Residential,National,674
2022-04-01,2021-22 Q4,4,2021-22,GEE Power & Gas,Number,Electricity,Residential,National,393
2022-04-01,2021-22 Q4,4,2021-22,GloBird Energy,Number,Electricity,Residential,National,12557
2022-04-01,2021-22 Q4,4,2021-22,GlowPower,Number,Electricity,Residential,National,33
2022-04-01,2021-22 Q4,4,2021-22,Humenergy,Number,Electricity,Residential,National,1100
2022-04-01,2021-22 Q4,4,2021-22,Iberdrola Australia,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,LocalVolts,Number,Electricity,Residential,National,41
2022-04-01,2021-22 Q4,4,2021-22,Locality Planning Energy,Number,Electricity,Residential,National,24357
2022-04-01,2021-22 Q4,4,2021-22,Lumo Energy,Number,Electricity,Residential,National,45089
2022-04-01,2021-22 Q4,4,2021-22,MTA Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Maximum Energy,Number,Electricity,Residential,National,28
2022-04-01,2021-22 Q4,4,2021-22,Metered Energy,Number,Electricity,Residential,National,15161
2022-04-01,2021-22 Q4,4,2021-22,Microgrid Power,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Mojo Power,Number,Electricity,Residential,National,7577
2022-04-01,2021-22 Q4,4,2021-22,Momentum Energy,Number,Electricity,Residential,National,30394
2022-04-01,2021-22 Q4,4,2021-22,National Total,Number,Electricity,Residential,National,6732194
2022-04-01,2021-22 Q4,4,2021-22,Nectr Energy,Number,Electricity,Residential,National,24326
2022-04-01,2021-22 Q4,4,2021-22,Next Business Energy,Number,Electricity,Residential,National,308
2022-04-01,2021-22 Q4,4,2021-22,OC Energy,Number,Electricity,Residential,National,2120
2022-04-01,2021-22 Q4,4,2021-22,OVO Energy,Number,Electricity,Residential,National,6251
2022-04-01,2021-22 Q4,4,2021-22,Origin Energy,Number,Electricity,Residential,National,1825234
2022-04-01,2021-22 Q4,4,2021-22,People Energy,Number,Electricity,Residential,National,317
2022-04-01,2021-22 Q4,4,2021-22,Pooled Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Power Club,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,PowerHub,Number,Electricity,Residential,National,562
2022-04-01,2021-22 Q4,4,2021-22,Powerdirect,Number,Electricity,Residential,National,42331
2022-04-01,2021-22 Q4,4,2021-22,Powershop,Number,Electricity,Residential,National,51152
2022-04-01,2021-22 Q4,4,2021-22,Powow Power,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Progressive Green,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Qenergy,Number,Electricity,Residential,National,4105
2022-04-01,2021-22 Q4,4,2021-22,Radian Energy,Number,Electricity,Residential,National,177
2022-04-01,2021-22 Q4,4,2021-22,ReAmped Energy,Number,Electricity,Residential,National,6764
2022-04-01,2021-22 Q4,4,2021-22,Real Utilities,Number,Electricity,Residential,National,1612
2022-04-01,2021-22 Q4,4,2021-22,Red Energy,Number,Electricity,Residential,National,348533
2022-04-01,2021-22 Q4,4,2021-22,Sanctuary Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Savant Energy,Number,Electricity,Residential,National,3241
2022-04-01,2021-22 Q4,4,2021-22,Shell Energy,Number,Electricity,Residential,National,2490
2022-04-01,2021-22 Q4,4,2021-22,Simply Energy,Number,Electricity,Residential,National,149436
2022-04-01,2021-22 Q4,4,2021-22,Smart Energy,Number,Electricity,Residential,National,291
2022-04-01,2021-22 Q4,4,2021-22,Smartest Energy,Number,Electricity,Residential,National,2
2022-04-01,2021-22 Q4,4,2021-22,Social Energy,Number,Electricity,Residential,National,239
2022-04-01,2021-22 Q4,4,2021-22,Starcorp Energy,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Sumo Power,Number,Electricity,Residential,National,22631
2022-04-01,2021-22 Q4,4,2021-22,Sustainable Savings,Number,Electricity,Residential,National,70
2022-04-01,2021-22 Q4,4,2021-22,Tango Energy,Number,Electricity,Residential,National,11635
2022-04-01,2021-22 Q4,4,2021-22,Tas Gas,Number,Electricity,Residential,National,0
2022-04-01,2021-22 Q4,4,2021-22,Telstra Energy Retail,Number,Electricity,Residential,National,73
2022-04-01,2021-22 Q4,4,2021-22,The Embedded Networks Company,Number,Electricity,Residential,National,1063
2022-04-01,2021-22 Q4,4,2021-22,Winenergy,Number,Electricity,Residential,National,10146
2022-04-01,2021-22 Q4,4,2021-22,Y.E.S. Energy,Number,Electricity,Residential,National,63
2022-04-01,2021-22 Q4,4,2021-22,ZEN Energy,Number,Electricity,Residential,National,3
2022-04-01,2021-22 Q4,4,2021-22,amaysim Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,1st Energy,Number,Electricity,Residential,National,23867
2022-07-01,2022-23 Q1,1,2022-23,AGL,Number,Electricity,Residential,National,1508913
2022-07-01,2022-23 Q1,1,2022-23,ActewAGL,Number,Electricity,Residential,National,168732
2022-07-01,2022-23 Q1,1,2022-23,Alinta Energy,Number,Electricity,Residential,National,358927
2022-07-01,2022-23 Q1,1,2022-23,Altogether Group,Number,Electricity,Residential,National,13904
2022-07-01,2022-23 Q1,1,2022-23,Amber Electric,Number,Electricity,Residential,National,5427
2022-07-01,2022-23 Q1,1,2022-23,Ampol Energy,Number,Electricity,Residential,National,4
2022-07-01,2022-23 Q1,1,2022-23,Apex Energy,Number,Electricity,Residential,National,823
2022-07-01,2022-23 Q1,1,2022-23,Arc Energy,Number,Electricity,Residential,National,8219
2022-07-01,2022-23 Q1,1,2022-23,Aurora Energy,Number,Electricity,Residential,National,240588
2022-07-01,2022-23 Q1,1,2022-23,Blue NRG,Number,Electricity,Residential,National,7030
2022-07-01,2022-23 Q1,1,2022-23,Bright Spark Power,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Brighte Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,CPE Mascot,Number,Electricity,Residential,National,221
2022-07-01,2022-23 Q1,1,2022-23,CleanPeak Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,CovaU,Number,Electricity,Residential,National,5464
2022-07-01,2022-23 Q1,1,2022-23,Diamond Energy,Number,Electricity,Residential,National,11905
2022-07-01,2022-23 Q1,1,2022-23,Discover Energy,Number,Electricity,Residential,National,1865
2022-07-01,2022-23 Q1,1,2022-23,Dodo,Number,Electricity,Residential,National,56259
2022-07-01,2022-23 Q1,1,2022-23,EA Connect,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Electricity in a Box,Number,Electricity,Residential,National,46
2022-07-01,2022-23 Q1,1,2022-23,Elysian Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Energy Locals,Number,Electricity,Residential,National,46100
2022-07-01,2022-23 Q1,1,2022-23,EnergyAustralia,Number,Electricity,Residential,National,1023990
2022-07-01,2022-23 Q1,1,2022-23,Enova Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Ergon Energy,Number,Electricity,Residential,National,643450
2022-07-01,2022-23 Q1,1,2022-23,Evergy,Number,Electricity,Residential,National,1294
2022-07-01,2022-23 Q1,1,2022-23,Future X Power,Number,Electricity,Residential,National,339
2022-07-01,2022-23 Q1,1,2022-23,GEE Power & Gas,Number,Electricity,Residential,National,268
2022-07-01,2022-23 Q1,1,2022-23,GloBird Energy,Number,Electricity,Residential,National,12275
2022-07-01,2022-23 Q1,1,2022-23,GlowPower,Number,Electricity,Residential,National,129
2022-07-01,2022-23 Q1,1,2022-23,Humenergy,Number,Electricity,Residential,National,1108
2022-07-01,2022-23 Q1,1,2022-23,Iberdrola Australia,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,LocalVolts,Number,Electricity,Residential,National,52
2022-07-01,2022-23 Q1,1,2022-23,Locality Planning Energy,Number,Electricity,Residential,National,21776
2022-07-01,2022-23 Q1,1,2022-23,Lumo Energy,Number,Electricity,Residential,National,45979
2022-07-01,2022-23 Q1,1,2022-23,MTA Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Maximum Energy,Number,Electricity,Residential,National,33
2022-07-01,2022-23 Q1,1,2022-23,Metered Energy,Number,Electricity,Residential,National,15285
2022-07-01,2022-23 Q1,1,2022-23,Microgrid Power,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Mojo Power,Number,Electricity,Residential,National,7039
2022-07-01,2022-23 Q1,1,2022-23,Momentum Energy,Number,Electricity,Residential,National,27611
2022-07-01,2022-23 Q1,1,2022-23,National Total,Number,Electricity,Residential,National,6781776
2022-07-01,2022-23 Q1,1,2022-23,Nectr Energy,Number,Electricity,Residential,National,25467
2022-07-01,2022-23 Q1,1,2022-23,Next Business Energy,Number,Electricity,Residential,National,308
2022-07-01,2022-23 Q1,1,2022-23,OC Energy,Number,Electricity,Residential,National,2008
2022-07-01,2022-23 Q1,1,2022-23,OVO Energy,Number,Electricity,Residential,National,7018
2022-07-01,2022-23 Q1,1,2022-23,Origin Energy,Number,Electricity,Residential,National,1832973
2022-07-01,2022-23 Q1,1,2022-23,People Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Pooled Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Power Club,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,PowerHub,Number,Electricity,Residential,National,685
2022-07-01,2022-23 Q1,1,2022-23,Powerdirect,Number,Electricity,Residential,National,39342
2022-07-01,2022-23 Q1,1,2022-23,Powershop,Number,Electricity,Residential,National,56021
2022-07-01,2022-23 Q1,1,2022-23,Powow Power,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Progressive Green,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Qenergy,Number,Electricity,Residential,National,2995
2022-07-01,2022-23 Q1,1,2022-23,Radian Energy,Number,Electricity,Residential,National,63
2022-07-01,2022-23 Q1,1,2022-23,ReAmped Energy,Number,Electricity,Residential,National,3408
2022-07-01,2022-23 Q1,1,2022-23,Real Utilities,Number,Electricity,Residential,National,1654
2022-07-01,2022-23 Q1,1,2022-23,Red Energy,Number,Electricity,Residential,National,364533
2022-07-01,2022-23 Q1,1,2022-23,Sanctuary Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Savant Energy,Number,Electricity,Residential,National,3294
2022-07-01,2022-23 Q1,1,2022-23,Shell Energy,Number,Electricity,Residential,National,2609
2022-07-01,2022-23 Q1,1,2022-23,Simply Energy,Number,Electricity,Residential,National,138372
2022-07-01,2022-23 Q1,1,2022-23,Smart Energy,Number,Electricity,Residential,National,207
2022-07-01,2022-23 Q1,1,2022-23,Smartest Energy,Number,Electricity,Residential,National,2
2022-07-01,2022-23 Q1,1,2022-23,Social Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Starcorp Energy,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Sumo Power,Number,Electricity,Residential,National,29566
2022-07-01,2022-23 Q1,1,2022-23,Sustainable Savings,Number,Electricity,Residential,National,91
2022-07-01,2022-23 Q1,1,2022-23,Tango Energy,Number,Electricity,Residential,National,9957
2022-07-01,2022-23 Q1,1,2022-23,Tas Gas,Number,Electricity,Residential,National,0
2022-07-01,2022-23 Q1,1,2022-23,Telstra Energy Retail,Number,Electricity,Residential,National,103
2022-07-01,2022-23 Q1,1,2022-23,The Embedded Networks Company,Number,Electricity,Residential,National,1099
2022-07-01,2022-23 Q1,1,2022-23,Winenergy,Number,Electricity,Residential,National,10717
2022-07-01,2022-23 Q1,1,2022-23,Y.E.S. Energy,Number,Electricity,Residential,National,67
2022-07-01,2022-23 Q1,1,2022-23,ZEN Energy,Number,Electricity,Residential,National,3
2022-07-01,2022-23 Q1,1,2022-23,amaysim Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,1st Energy,Number,Electricity,Residential,National,23999
2022-10-01,2022-23 Q2,2,2022-23,AGL,Number,Electricity,Residential,National,1541329
2022-10-01,2022-23 Q2,2,2022-23,ActewAGL,Number,Electricity,Residential,National,172619
2022-10-01,2022-23 Q2,2,2022-23,Alinta Energy,Number,Electricity,Residential,National,366524
2022-10-01,2022-23 Q2,2,2022-23,Altogether Group,Number,Electricity,Residential,National,15314
2022-10-01,2022-23 Q2,2,2022-23,Amber Electric,Number,Electricity,Residential,National,5699
2022-10-01,2022-23 Q2,2,2022-23,Ampol Energy,Number,Electricity,Residential,National,47
2022-10-01,2022-23 Q2,2,2022-23,Apex Energy,Number,Electricity,Residential,National,822
2022-10-01,2022-23 Q2,2,2022-23,Arc Energy,Number,Electricity,Residential,National,9064
2022-10-01,2022-23 Q2,2,2022-23,Aurora Energy,Number,Electricity,Residential,National,240763
2022-10-01,2022-23 Q2,2,2022-23,Blue NRG,Number,Electricity,Residential,National,6147
2022-10-01,2022-23 Q2,2,2022-23,Bright Spark Power,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Brighte Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,CPE Mascot,Number,Electricity,Residential,National,230
2022-10-01,2022-23 Q2,2,2022-23,CleanPeak Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,CovaU,Number,Electricity,Residential,National,4720
2022-10-01,2022-23 Q2,2,2022-23,Diamond Energy,Number,Electricity,Residential,National,11823
2022-10-01,2022-23 Q2,2,2022-23,Discover Energy,Number,Electricity,Residential,National,1288
2022-10-01,2022-23 Q2,2,2022-23,Dodo,Number,Electricity,Residential,National,60183
2022-10-01,2022-23 Q2,2,2022-23,EA Connect,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Electricity in a Box,Number,Electricity,Residential,National,47
2022-10-01,2022-23 Q2,2,2022-23,Elysian Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Energy Locals,Number,Electricity,Residential,National,47771
2022-10-01,2022-23 Q2,2,2022-23,EnergyAustralia,Number,Electricity,Residential,National,1009570
2022-10-01,2022-23 Q2,2,2022-23,Enova Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Ergon Energy,Number,Electricity,Residential,National,645791
2022-10-01,2022-23 Q2,2,2022-23,Evergy,Number,Electricity,Residential,National,1266
2022-10-01,2022-23 Q2,2,2022-23,Future X Power,Number,Electricity,Residential,National,196
2022-10-01,2022-23 Q2,2,2022-23,GEE Power & Gas,Number,Electricity,Residential,National,221
2022-10-01,2022-23 Q2,2,2022-23,GloBird Energy,Number,Electricity,Residential,National,15164
2022-10-01,2022-23 Q2,2,2022-23,GlowPower,Number,Electricity,Residential,National,54
2022-10-01,2022-23 Q2,2,2022-23,Humenergy,Number,Electricity,Residential,National,1578
2022-10-01,2022-23 Q2,2,2022-23,Iberdrola Australia,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,LocalVolts,Number,Electricity,Residential,National,78
2022-10-01,2022-23 Q2,2,2022-23,Locality Planning Energy,Number,Electricity,Residential,National,20794
2022-10-01,2022-23 Q2,2,2022-23,Lumo Energy,Number,Electricity,Residential,National,46436
2022-10-01,2022-23 Q2,2,2022-23,MTA Energy,Number,Electricity,Residential,National,0
2022-10-01,2022-23 Q2,2,2022-23,Maximum Energy,Number,Electricity,Residential,National,39
2022-10-01,2022-23 Q2,2,2022-23,Metered Energy,Number,Electricity,Residential,National,15338
2022-10-01,2022-23 Q2,2,2022-23,Microgrid Power,Number,Electricity,Residential,National,80
